accession	evalue	identity_pct	query_coverage	passes_filter	title
P18435	2.86e-29	38.6	97.9	True	sp|P18435.2| RecName: Full=Hemoglobin subunit epsilon; AltName: Full=Epsilon-globin; AltName: Full=Hemoglobin epsilon ch
P02102	2.86e-29	39.3	97.9	True	sp|P02102.2| RecName: Full=Hemoglobin subunit epsilon-1; AltName: Full=Epsilon-1-globin; AltName: Full=Hemoglobin epsilo
P67819	2.99e-29	44.5	98.6	True	sp|P67819.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Bos 
P02101	3.23e-29	37.9	97.9	True	sp|P02101.3| RecName: Full=Hemoglobin subunit epsilon; AltName: Full=Epsilon-globin; AltName: Full=Hemoglobin epsilon ch
P67821	3.26e-29	41.4	97.9	True	sp|P67821.3| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Sapa
P09840	3.28e-29	44.1	97.9	True	sp|P09840.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Macr
P84204	3.54e-29	41.0	97.2	True	sp|P84204.1| RecName: Full=Hemoglobin cathodic subunit beta; AltName: Full=Hemoglobin cathodic beta chain [Gymnothorax u
P04246	3.58e-29	37.9	97.9	True	sp|P04246.1| RecName: Full=Hemoglobin subunit theta; AltName: Full=Hemoglobin theta chain; AltName: Full=Theta-globin [S
Q45XI7	3.76e-29	42.6	99.3	True	sp|Q45XI7.3| RecName: Full=Hemoglobin subunit delta; AltName: Full=Delta-globin; AltName: Full=Hemoglobin delta chain [D
P30893	3.94e-29	40.3	97.2	True	sp|P30893.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Cotu
P09422	4.19e-29	43.8	98.6	True	sp|P09422.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Biso
Q6WN26	4.33e-29	42.1	97.9	True	sp|Q6WN26.3| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Aotu
P10893	4.35e-29	40.7	97.9	True	sp|P10893.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Lutr
P68048	4.67e-29	40.0	97.9	True	sp|P68048.2| RecName: Full=Hemoglobin subunit beta-1; AltName: Full=Beta-1-globin; AltName: Full=Hemoglobin beta-1 chain
P08225	4.77e-29	40.0	97.9	True	sp|P08225.2| RecName: Full=Hemoglobin subunit gamma; AltName: Full=Gamma-globin; AltName: Full=Hemoglobin gamma chain [E
B3EWD0	4.80e-29	44.1	97.9	True	sp|B3EWD0.1| RecName: Full=Hemoglobin subunit beta [Otospermophilus beecheyi]
P68065	4.80e-29	40.0	97.9	True	sp|P68065.1| RecName: Full=Hemoglobin subunit beta-2; AltName: Full=Beta-2-globin; AltName: Full=Hemoglobin beta-2 chain
P68050	4.90e-29	40.0	97.9	True	sp|P68050.1| RecName: Full=Hemoglobin subunit beta-1; AltName: Full=Beta-1-globin; AltName: Full=Hemoglobin beta-1 chain
P68011	5.71e-29	40.7	97.9	True	sp|P68011.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Ursu
P15166	6.94e-29	40.7	97.9	True	sp|P15166.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Lept
P02112	7.78e-29	40.4	95.1	True	sp|P02112.2| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Gall
P07411	7.91e-29	39.6	97.2	True	sp|P07411.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Vult
P02123	8.08e-29	39.6	97.2	True	sp|P02123.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Stru
P18987	8.17e-29	38.3	95.1	True	sp|P18987.1| RecName: Full=Hemoglobin subunit beta-1; AltName: Full=Beta-1-globin; AltName: Full=Hemoglobin beta-1 chain
P68064	8.49e-29	40.0	97.9	True	sp|P68064.2| RecName: Full=Hemoglobin subunit beta-2; AltName: Full=Beta-2-globin; AltName: Full=Hemoglobin beta-2 chain
P02067	9.06e-29	39.3	97.9	True	sp|P02067.3| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Sus 
Q2KPA3	1.02e-28	40.0	97.9	True	sp|Q2KPA3.3| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Scap
P02137	1.15e-28	42.1	97.9	True	sp|P02137.2| RecName: Full=Hemoglobin larval subunit beta-1; AltName: Full=Beta-1-globin; AltName: Full=Hemoglobin beta-
P02117	1.17e-28	39.6	97.2	True	sp|P02117.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Anse
P19016	1.19e-28	40.0	97.9	True	sp|P19016.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Hipp
P84792	1.25e-28	40.4	95.1	True	sp|P84792.2| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Ayth
P21667	1.30e-28	38.6	97.9	True	sp|P21667.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Vare
P02077	1.35e-28	43.8	98.6	True	sp|P02077.1| RecName: Full=Hemoglobin subunit beta-A; AltName: Full=Alanine beta-globin; AltName: Full=Beta-A-globin; Al
P22742	1.48e-28	40.4	95.1	True	sp|P22742.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Fran
P02127	1.63e-28	38.9	97.2	True	sp|P02127.2| RecName: Full=Hemoglobin subunit rho; AltName: Full=Hemoglobin rho chain; AltName: Full=Rho-globin [Gallus 
P02113	1.77e-28	39.6	97.2	True	sp|P02113.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Phas
P02075	1.98e-28	43.8	98.6	True	sp|P02075.2| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Ovis
P51438	2.05e-28	37.2	97.9	True	sp|P51438.2| RecName: Full=Hemoglobin subunit epsilon; AltName: Full=Epsilon-globin; AltName: Full=Hemoglobin epsilon ch
P02099	2.07e-28	40.7	97.9	True	sp|P02099.2| RecName: Full=Hemoglobin subunit gamma; AltName: Full=Gamma-globin; AltName: Full=Hemoglobin beta-3; AltNam
P21668	2.10e-28	39.6	97.2	True	sp|P21668.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Psit
P02118	2.19e-28	39.6	97.2	True	sp|P02118.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Anse
P26916	2.42e-28	40.0	97.9	True	sp|P26916.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Nasu
Q45XH7	2.54e-28	38.6	97.9	True	sp|Q45XH7.3| RecName: Full=Hemoglobin subunit gamma; AltName: Full=Gamma-globin; AltName: Full=Hemoglobin gamma chain [E
P06643	2.60e-28	36.6	97.9	True	sp|P06643.2| RecName: Full=Hemoglobin subunit epsilon-4; AltName: Full=Epsilon-4-globin; AltName: Full=Hemoglobin epsilo
P82113	2.64e-28	39.6	97.2	True	sp|P82113.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Ster
P02126	2.76e-28	41.1	95.1	True	sp|P02126.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Stur
Q45XH8	2.99e-28	38.6	97.9	True	sp|Q45XH8.2| RecName: Full=Hemoglobin subunit gamma; AltName: Full=Gamma-globin; AltName: Full=Hemoglobin gamma chain [L
P68057	3.22e-28	44.0	95.1	True	sp|P68057.1| RecName: Full=Hemoglobin subunit beta-C; AltName: Full=Beta-C-globin; AltName: Full=Hemoglobin beta-C chain
P68056	3.49e-28	44.0	95.1	True	sp|P68056.2| RecName: Full=Hemoglobin subunit beta-C; AltName: Full=Beta-C-globin; AltName: Full=Hemoglobin beta-C chain
P68026	3.64e-28	37.2	97.9	True	sp|P68026.2| RecName: Full=Hemoglobin subunit epsilon; AltName: Full=Epsilon-globin; AltName: Full=Hemoglobin epsilon ch
P51443	3.97e-28	37.2	97.9	True	sp|P51443.2| RecName: Full=Hemoglobin subunit epsilon; AltName: Full=Epsilon-globin; AltName: Full=Hemoglobin epsilon ch
P02116	4.21e-28	39.7	95.1	True	sp|P02116.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Ara 
P68044	4.85e-28	40.7	97.9	True	sp|P68044.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Must
P10058	5.34e-28	38.2	97.2	True	sp|P10058.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Eudy
Q7LZB9	5.46e-28	39.6	97.2	True	sp|Q7LZB9.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Stre
P18982	5.52e-28	40.0	97.9	True	sp|P18982.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Ailu
P51440	5.61e-28	36.6	97.9	True	sp|P51440.2| RecName: Full=Hemoglobin subunit epsilon; AltName: Full=Epsilon-globin; AltName: Full=Hemoglobin epsilon ch
B3EWC8	5.64e-28	44.1	97.9	True	sp|B3EWC8.1| RecName: Full=Hemoglobin subunit beta [Tamias merriami]
P02074	5.86e-28	42.5	98.6	True	sp|P02074.1| RecName: Full=Hemoglobin subunit beta-3; AltName: Full=Beta-3-globin; AltName: Full=Hemoglobin beta-3 chain
P02121	6.79e-28	38.9	97.2	True	sp|P02121.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Phoe
P51442	6.90e-28	36.6	97.9	True	sp|P51442.2| RecName: Full=Hemoglobin subunit epsilon; AltName: Full=Epsilon-globin; AltName: Full=Hemoglobin epsilon ch
P07036	7.01e-28	39.7	95.1	True	sp|P07036.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Chlo
P68016	7.05e-28	36.6	97.9	True	sp|P68016.2| RecName: Full=Hemoglobin subunit epsilon; AltName: Full=Epsilon-globin; AltName: Full=Hemoglobin epsilon ch
P02110	7.36e-28	40.7	97.9	True	sp|P02110.2| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Tach
P02072	8.57e-28	43.2	98.6	True	sp|P02072.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Bos 
P02124	9.60e-28	39.0	95.1	True	sp|P02124.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Rhea
P16418	1.00e-27	41.8	95.1	True	sp|P16418.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Eryt
P04346	1.11e-27	43.2	98.6	True	sp|P04346.1| RecName: Full=Hemoglobin subunit beta-A; AltName: Full=Beta-A-globin; AltName: Full=Hemoglobin beta-A chain
Q7M3C2	1.12e-27	38.6	97.9	True	sp|Q7M3C2.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Hapa
P02114	1.12e-27	39.0	95.1	True	sp|P02114.2| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Anas
P11754	1.13e-27	43.4	97.9	True	sp|P11754.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Cyno
P07406	1.27e-27	40.4	95.1	True	sp|P07406.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Pass
P83478	1.36e-27	38.2	97.2	True	sp|P83478.1| RecName: Full=Hemoglobin cathodic subunit beta; AltName: Full=Hemoglobin cathodic beta chain [Conger conger
P08261	1.45e-27	38.9	97.2	True	sp|P08261.1| RecName: Full=Hemoglobin subunit beta/beta'; AltName: Full=Beta/beta'-globin; AltName: Full=Hemoglobin beta
P02120	1.50e-27	38.9	97.2	True	sp|P02120.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Anse
P80216	1.53e-27	39.6	97.2	True	sp|P80216.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Apte
P10782	1.73e-27	39.0	95.1	True	sp|P10782.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Phal
P51441	1.74e-27	35.9	97.9	True	sp|P51441.2| RecName: Full=Hemoglobin subunit epsilon; AltName: Full=Epsilon-globin; AltName: Full=Hemoglobin epsilon ch
P83123	1.96e-27	38.9	97.2	True	sp|P83123.3| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Chel
P14260	2.00e-27	39.0	95.1	True	sp|P14260.2| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Cair
P68944	2.08e-27	39.0	95.1	True	sp|P68944.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Bran
Q28775	2.16e-27	39.0	95.1	True	sp|Q28775.3| RecName: Full=Hemoglobin subunit epsilon; AltName: Full=Epsilon-globin; AltName: Full=Hemoglobin epsilon ch
P02076	2.20e-27	37.0	98.6	True	sp|P02076.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Ovis
P04245	2.51e-27	43.2	98.6	True	sp|P04245.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Trag
B3EWE0	2.55e-27	42.1	97.9	True	sp|B3EWE0.1| RecName: Full=Hemoglobin subunit beta [Tamias striatus]
P02073	2.56e-27	42.5	98.6	True	sp|P02073.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Alce
P02070	2.62e-27	43.2	98.6	True	sp|P02070.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain; Cont
P02105	2.65e-27	35.9	97.9	True	sp|P02105.2| RecName: Full=Hemoglobin subunit epsilon-2; AltName: Full=Epsilon-2-globin; AltName: Full=Hemoglobin epsilo
P08851	2.66e-27	39.0	95.1	True	sp|P08851.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Astu
P11342	2.66e-27	38.9	97.2	True	sp|P11342.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Colu
P0C0U8	2.75e-27	41.1	95.1	True	sp|P0C0U8.1| RecName: Full=Hemoglobin subunit beta-1; AltName: Full=Beta-1-globin; AltName: Full=Hemoglobin beta-1 chain
Q45XH5	2.83e-27	36.6	97.9	True	sp|Q45XH5.3| RecName: Full=Hemoglobin subunit gamma; AltName: Full=Gamma-globin; AltName: Full=Hemoglobin gamma chain [D
P68058	2.95e-27	43.3	95.1	True	sp|P68058.1| RecName: Full=Hemoglobin subunit beta-C; AltName: Full=Beta-C-globin; AltName: Full=Hemoglobin beta-C chain
P02125	2.97e-27	39.6	97.2	True	sp|P02125.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Cico
P83133	3.17e-27	39.0	95.1	True	sp|P83133.1| RecName: Full=Hemoglobin A/D subunit beta; AltName: Full=Hemoglobin A/D beta chain [Aldabrachelys gigantea]
P02100	3.22e-27	39.0	95.1	True	sp|P02100.2| RecName: Full=Hemoglobin subunit epsilon; AltName: Full=Epsilon-globin; AltName: Full=Hemoglobin epsilon ch
Q2KPA4	3.40e-27	38.6	97.9	True	sp|Q2KPA4.3| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Scal
P21380	3.55e-27	41.8	98.6	True	sp|P21380.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Rang
P02054	3.94e-27	37.9	97.9	True	sp|P02054.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Lemu
Q95190	4.09e-27	37.2	97.9	True	sp|Q95190.3| RecName: Full=Hemoglobin subunit epsilon; AltName: Full=Epsilon-globin; AltName: Full=Hemoglobin epsilon ch
P02111	4.20e-27	39.3	97.9	True	sp|P02111.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Orni
P02128	4.27e-27	38.2	97.2	True	sp|P02128.2| RecName: Full=Hemoglobin subunit epsilon; AltName: Full=Epsilon-globin; AltName: Full=Hemoglobin epsilon ch
P22743	4.39e-27	39.6	97.2	True	sp|P22743.1| RecName: Full=Hemoglobin subunit beta-2; AltName: Full=Beta-2-globin; AltName: Full=Hemoglobin beta-2 chain
P68256	4.46e-27	39.7	95.1	True	sp|P68256.2| RecName: Full=Hemoglobin subunit gamma-1; AltName: Full=Gamma-1-globin; AltName: Full=Hemoglobin gamma-1 ch
P02122	4.53e-27	38.3	95.1	True	sp|P02122.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Aqui
P18983	5.19e-27	40.0	97.9	True	sp|P18983.2| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Ailu
P18994	5.36e-27	37.2	97.9	True	sp|P18994.2| RecName: Full=Hemoglobin subunit epsilon; AltName: Full=Epsilon-globin; AltName: Full=Hemoglobin epsilon ch
P68061	5.63e-27	38.3	95.1	True	sp|P68061.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Aegy
P68257	5.79e-27	39.7	95.1	True	sp|P68257.2| RecName: Full=Hemoglobin subunit gamma-2; AltName: Full=Gamma-2-globin; AltName: Full=Hemoglobin gamma-2 ch
Q29415	6.66e-27	35.9	97.9	True	sp|Q29415.3| RecName: Full=Hemoglobin subunit epsilon; AltName: Full=Epsilon-globin; AltName: Full=Hemoglobin epsilon ch
P02087	6.66e-27	40.7	97.9	True	sp|P02087.3| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Dasy
Q28220	8.27e-27	36.9	95.1	True	sp|Q28220.3| RecName: Full=Hemoglobin subunit epsilon; AltName: Full=Epsilon-globin; AltName: Full=Hemoglobin epsilon ch
P68028	9.22e-27	35.9	97.9	True	sp|P68028.2| RecName: Full=Hemoglobin subunit epsilon; AltName: Full=Epsilon-globin; AltName: Full=Hemoglobin epsilon ch
Q45XI6	9.22e-27	37.9	97.9	True	sp|Q45XI6.3| RecName: Full=Hemoglobin subunit deltaH; AltName: Full=DeltaH-globin; AltName: Full=Hemoglobin deltaH chain
P68030	1.02e-26	39.7	95.1	True	sp|P68030.2| RecName: Full=Hemoglobin subunit gamma; AltName: Full=Gamma-globin; AltName: Full=Hemoglobin gamma chain [A
Q5XLE5	1.07e-26	40.0	97.9	True	sp|Q5XLE5.3| RecName: Full=Hemoglobin subunit delta; AltName: Full=Delta-globin; AltName: Full=Hemoglobin delta chain [A
Q03902	1.10e-26	43.4	97.9	True	sp|Q03902.2| RecName: Full=Hemoglobin subunit delta; AltName: Full=Delta-globin; AltName: Full=Hemoglobin delta chain [O
O13071	1.10e-26	38.0	92.3	True	sp|O13071.3| RecName: Full=Hemoglobin subunit epsilon; AltName: Full=Epsilon-globin; AltName: Full=Hemoglobin epsilon ch
B3EWE2	1.18e-26	42.5	98.6	True	sp|B3EWE2.1| RecName: Full=Hemoglobin subunit beta [Blarina brevicauda]
Q28507	1.22e-26	37.2	97.9	True	sp|Q28507.3| RecName: Full=Hemoglobin subunit epsilon; AltName: Full=Epsilon-globin; AltName: Full=Hemoglobin epsilon ch
P56691	1.23e-26	43.4	100.0	True	sp|P56691.2| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain [H
Q45XI5	1.24e-26	37.9	97.9	True	sp|Q45XI5.3| RecName: Full=Hemoglobin subunit deltaH; AltName: Full=DeltaH-globin; AltName: Full=Hemoglobin deltaH chain
P86391	1.30e-26	39.7	95.1	True	sp|P86391.1| RecName: Full=Hemoglobin subunit beta-2; AltName: Full=Beta-2-globin; AltName: Full=Hemoglobin beta-2 chain
P68068	1.54e-26	39.7	95.1	True	sp|P68068.2| RecName: Full=Hemoglobin subunit gamma; AltName: Full=Gamma-globin; AltName: Full=Hemoglobin gamma chain [A
Q45XI4	1.64e-26	38.6	97.9	True	sp|Q45XI4.3| RecName: Full=Hemoglobin subunit deltaH; AltName: Full=DeltaH-globin; AltName: Full=Hemoglobin deltaH chain
P41332	1.78e-26	38.2	97.2	True	sp|P41332.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Micr
P02133	1.87e-26	38.0	95.8	True	sp|P02133.2| RecName: Full=Hemoglobin subunit beta-2; AltName: Full=Beta-2-globin; Short=B2G; AltName: Full=Hemoglobin b
P81042	2.82e-26	43.4	97.9	True	sp|P81042.3| RecName: Full=Hemoglobin subunit epsilon; AltName: Full=Epsilon-globin; AltName: Full=Hemoglobin epsilon ch
P23741	2.96e-26	38.2	97.2	True	sp|P23741.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Lati
P02107	3.30e-26	37.2	97.9	True	sp|P02107.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Osph
Q9GLX4	3.50e-26	39.7	95.1	True	sp|Q9GLX4.3| RecName: Full=Hemoglobin subunit gamma-1; AltName: Full=Gamma-1-globin; AltName: Full=Hemoglobin gamma-1 ch
Q98905	3.50e-26	38.9	97.2	True	sp|Q98905.3| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Chel
P14524	3.52e-26	39.0	95.1	True	sp|P14524.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Turd
P11756	4.10e-26	43.4	97.9	True	sp|P11756.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Tada
Q9GJS7	4.49e-26	39.0	95.1	True	sp|Q9GJS7.3| RecName: Full=Hemoglobin subunit gamma; AltName: Full=Gamma-globin; AltName: Full=Hemoglobin gamma chain [C
P06642	4.74e-26	35.2	97.9	True	sp|P06642.2| RecName: Full=Hemoglobin subunit epsilon-2; AltName: Full=Epsilon-2-globin; AltName: Full=Hemoglobin epsilo
P02086	4.92e-26	42.1	97.9	True	sp|P02086.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Proc
P82316	5.14e-26	36.6	97.9	True	sp|P82316.1| RecName: Full=Hemoglobin cathodic subunit beta; AltName: Full=Hemoglobin cathodic beta chain; Short=Hb(Ca) 
P02052	5.49e-26	38.6	97.9	True	sp|P02052.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Tupa
P13274	5.67e-26	39.0	95.1	True	sp|P13274.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Chry
P02130	6.46e-26	38.8	89.4	True	sp|P02130.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Alli
Q45XH6	7.72e-26	36.6	97.9	True	sp|Q45XH6.3| RecName: Full=Hemoglobin subunit gamma; AltName: Full=Gamma-globin; AltName: Full=Hemoglobin gamma chain [T
P02106	8.56e-26	37.2	97.9	True	sp|P02106.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Macr
Q6H1U7	9.80e-26	37.2	97.9	True	sp|Q6H1U7.3| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Nota
P02108	1.01e-25	37.2	97.9	True	sp|P02108.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Poto
P15165	1.09e-25	37.6	95.1	True	sp|P15165.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Apus
Q27940	1.09e-25	39.0	95.1	True	sp|Q27940.3| RecName: Full=Hemoglobin subunit gamma; AltName: Full=Gamma-globin; AltName: Full=Hemoglobin gamma chain [A
P86390	1.16e-25	38.3	95.1	True	sp|P86390.1| RecName: Full=Hemoglobin subunit beta-2; AltName: Full=Beta-2-globin; AltName: Full=Hemoglobin beta-2 chain
P02060	1.26e-25	44.1	97.9	True	sp|P02060.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Sunc
P56285	1.53e-25	39.0	95.1	True	sp|P56285.2| RecName: Full=Hemoglobin subunit gamma; AltName: Full=Gamma-globin; AltName: Full=Hemoglobin gamma chain [A
P18979	1.76e-25	52.2	63.4	False	sp|P18979.1| RecName: Full=Hemoglobin subunit alpha-1; AltName: Full=Alpha-1-globin; AltName: Full=Hemoglobin alpha-1 ch
P18993	1.95e-25	39.0	95.1	True	sp|P18993.2| RecName: Full=Hemoglobin subunit beta-1; AltName: Full=Beta-1-globin; AltName: Full=Hemoglobin beta-1 chain
P56251	1.98e-25	36.6	97.2	True	sp|P56251.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Leio
P02129	2.48e-25	38.4	97.9	True	sp|P02129.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Croc
P29626	2.49e-25	37.6	95.1	True	sp|P29626.2| RecName: Full=Hemoglobin subunit beta-Y; AltName: Full=Beta-Y-globin; AltName: Full=Hemoglobin beta-Y chain
P18990	2.53e-25	42.1	97.9	True	sp|P18990.1| RecName: Full=Hemoglobin subunit beta; AltName: Full=Beta-globin; AltName: Full=Hemoglobin beta chain [Turs
P13558	2.83e-25	40.0	97.9	True	sp|P13558.2| RecName: Full=Hemoglobin subunit delta; AltName: Full=Delta-globin; AltName: Full=Hemoglobin delta chain [C
